Title,Duration(in_mins),Rating,Votes,Genre
"Love, Wine & Salt: A Tuscan Romance",94,7.3,245.0,Romance
Hong lou meng,126,3.8,291.0,Romance
Zyat,130,8.0,31.0,Romance
Roti Kapda Romance,153,6.9,119.0,Romance
Ibbani Tabbida Ileyali,104,5.0,75.0,Romance
Him,86,3.2,145.0,Romance
Murphy,119,3.0,32.0,Romance
Umjolo: Day Ones,78,5.7,14.0,Romance
Bed & Breakfast,81,7.3,11.0,Romance
Listy do M. Pozegnania i powroty,89,5.9,324.0,Romance
40,153,4.6,167.0,Romance
Skinny Love,90,4.4,282.0,Romance
Hani,108,8.3,15.0,Romance
Love Lies,126,7.0,37.0,Romance
Happiness Is,106,7.5,99.0,Romance
Maybe Forever,84,4.9,323.0,Romance
Greice,90,4.5,55.0,Romance
A Wall Away,98,8.2,13.0,Romance
Kaaduvetty,83,7.4,69.0,Romance
Yeni Hayat,95,6.9,49.0,Romance
Seré breve al momento de morir,89,5.9,17.0,Romance
You Are Always Right Here,100,9.0,2100.0,Romance
X & Y,98,8.6,15.0,Romance
The Last 12 Days,89,7.9,36.0,Romance
Pasutri Gaje,122,5.3,284.0,Romance
Christmas in Lagos,96,6.7,80.0,Romance
A Soweto Love Story,99,7.8,25.0,Romance
Ibiza Dark,112,7.1,82.0,Romance
Dinda,91,6.2,27.0,Romance
A Heart for Christmas,108,5.8,83.0,Romance
Remember I am Dead,90,4.5,48.0,Romance
Ask Mevsimi,129,5.5,102.0,Romance
Oru Kattil Oru Muri,138,6.2,15.0,Romance
Boda Love,80,7.5,21.0,Romance
Dukkhito,105,8.4,99.0,Romance
Love Dodoma,100,5.4,10.0,Romance
La piel en primavera,129,6.0,49.0,Romance
The Gifts of Christmas,100,6.2,36.0,Romance
Usha Parinayam,96,9.4,47.0,Romance
Meeting Funmi's Parents,109,7.4,134.0,Romance
City of Second Chances,107,5.4,151.0,Romance
Dr. Jason II - Lights & Shadows,97,8.9,154.0,Romance
Parahuna 2,90,4.6,223.0,Romance
Gebokste Liefde,86,7.2,69.0,Romance
Kill the Children first,120,6.7,79.0,Romance
Love & Vodka,104,4.6,35.0,Romance
Welcome to My Side,150,8.0,32.0,Romance
Assisting Venus,74,5.1,51.0,Romance
Amo-te Imenso,122,5.7,101.0,Romance
A Christmas Dream,65,8.4,23.0,Romance
8 Views of Lake Biwa,114,8.3,11.0,Romance
Tauba Tera Jalwa,109,6.3,13.0,Romance
Maru Mann Taru Thayu,90,8.5,56.0,Romance
Azzamine,80,5.3,34.0,Romance
Son Sans,106,5.7,157.0,Romance
Buzzy Noise,77,9.0,39.0,Romance
Ai zuo dai,90,7.9,13.0,Romance
We Are Faheem & Karun,102,8.5,149.0,Romance
Taboo,96,7.7,78.0,Romance
The Christmas Brew,155,6.1,22.0,Romance
Khoka Bhai Tama Pain: A Song Epic,115,8.0,15.0,Romance
Noche De Bodas,135,5.4,11.0,Romance
The Mediterranean Sea,70,7.8,47.0,Romance
Hi Anokhi Gaath,89,5.2,100.0,Romance
L'invenzione di noi due,128,5.4,141.0,Romance
UnCancelled,92,7.8,59.0,Romance
Cedric & Alysia,133,5.3,70.0,Romance
Dona Lurdes: O Filme,158,4.0,17.0,Romance
Tilottoma,128,8.0,29.0,Romance
The Umesh Chronicles,95,5.5,6.0,Romance
Boomerang,91,8.6,5.0,Romance
Royal Façade,82,5.8,20.0,Romance
A Mountain Between Us,94,6.8,771.0,Romance
The Love Buzz,95,7.1,27.0,Romance
"Step Back, Doors Closing",106,8.0,21.0,Romance
Haunted Happy Hour,106,5.6,42.0,Romance
Kanni,83,5.8,58.0,Romance
SottoCoperta,88,6.5,9.0,Romance
10 Pasimatymu,107,7.3,22.0,Romance
Meen Yasadaq,95,7.2,30.0,Romance
Royal Runaways,147,6.3,35.0,Romance
Keluar Main 1994,90,6.8,6.0,Romance
My Crazy Rich Girlfriend,145,2.8,11.0,Romance
Bar MoskvaChiki,113,5.6,7.0,Romance
American Spirit,90,7.7,8.0,Romance
A Teacher's Gift,78,2.8,121.0,Romance
Persona,97,5.0,17.0,Romance
Lolipop Gang,95,3.7,17.0,Romance
Wrooklyn Zoo,91,8.5,44.0,Romance
Timing,140,5.4,44.0,Romance
Zénithal,101,7.3,28.0,Romance
Vampire's House of Cain,135,8.9,28.0,Romance
Sihina Nelum Mal,126,6.6,92.0,Romance
I Can't Sleep Without You,93,7.8,6.0,Romance
La Casa Azul,102,7.8,14.0,Romance
Puang Bos!,86,6.9,59.0,Romance
In the Summer Rain,95,7.6,76.0,Romance
Amor Platónico,135,5.9,38.0,Romance
Ancika,60,6.5,140.0,Romance
Forbidden Love,95,7.6,20.0,Romance
Ben and Suzanne: A Reunion in 4 Parts,132,8.1,9.0,Romance
#OOTD: Outfit of the Designer,76,4.2,2300.0,Romance
B4S: Truoc Gio Yeu,84,8.5,3100.0,Romance
Benaam Rishta,132,8.6,24.0,Romance
Selon Joy,90,4.3,134.0,Romance
Seasoned with Love,78,9.2,11.0,Romance
Gecenin Nakarati,116,5.3,22.0,Romance
Apsara,117,5.3,6.0,Romance
Bear Week Diaries,92,5.3,125.0,Romance
Amigos Sem Compromisso,91,7.7,40.0,Romance
Rabb Da Radio 3,118,8.8,13.0,Romance
How to Make Love,99,5.3,130.0,Romance
Cazadoras de Millonarios,95,9.2,33.0,Romance
No Means No,65,4.1,34.0,Romance
Go Noni Go,93,5.5,48.0,Romance
Faith in the Family,79,4.8,50.0,Romance
Shesh Rokkha,135,5.4,1000.0,Romance
Maaya Ka Moh,140,2.7,219.0,Romance
Ponder,80,6.3,112.0,Romance
Maunam,90,4.5,22.0,Romance
Our Christmas House,61,4.9,25.0,Romance
43 Degrees North,100,6.6,9.0,Romance
Peninsula Nights,74,5.9,20.0,Romance
My Valentine Wedding,95,3.9,25.0,Romance
Hope's Hollywood Christmas,84,7.9,208.0,Romance
Vidya Vasula Aham,84,5.6,12.0,Romance
"Fallen Leaves, Broken Lighters",96,3.0,7.0,Romance
Surjo,96,7.8,848.0,Romance
Ienai Himitsu,97,8.4,99.0,Romance
Once Upon A Love Story,83,5.2,31.0,Romance
Freydís and Gudrid,138,7.0,17.0,Romance
Heavens x Candy,140,3.9,46.0,Romance
Forget Me Not,144,7.1,25.0,Romance
The Mercedes Story: A Troubled Soul,146,5.1,92.0,Romance
Twenty-Nine,80,7.9,42.0,Romance
Yesterday Is Almost Here,109,8.6,53.0,Romance
Market Mahalakshmi,110,3.7,92.0,Romance
Raju Gari Ammayi Naidu Gari Abbayi,113,5.4,59.0,Romance
Dhaaak,132,5.2,28.0,Romance
Apaixonada,68,5.1,1300.0,Romance
Bad Boy in Love,93,8.4,7.0,Romance
Cinta Dari Timor,124,7.7,12.0,Romance
Keo=peul-ji-ok,119,7.6,63.0,Romance
When the Poor Smile,155,8.3,18.0,Romance
Elevator,99,7.2,45.0,Romance
Uang Panai' 2 Maha(r)l,103,8.1,61.0,Romance
Brakpan Bruilof,120,7.7,15.0,Romance
Toxic,91,6.4,339.0,Romance
Topolinyy pukh,93,4.7,10.0,Romance
Inheritance to Love,77,8.8,3000.0,Romance
Love at First Lie,160,9.0,7.0,Romance
The Umbrella Fairy,92,4.9,21.0,Romance
Nikoga ne e prosto seks,60,7.8,14.0,Romance
Zorawar Di Jacqueline,111,5.3,385.0,Romance
Pool & Party,129,4.8,17.0,Romance
Alaap,147,5.3,41.0,Romance
The Dancing Queen,120,3.8,9.0,Romance
Zehan,90,4.7,72.0,Romance
ON i Ona,106,6.2,395.0,Romance
Video Vision,123,7.3,216.0,Romance
Cymbeline,152,3.8,559.0,Romance
The Journey of Flower,106,7.9,1100.0,Romance
Buk Poketer Golpo,104,6.5,81.0,Romance
La Tercera Edad,139,8.8,21.0,Romance
Stalker,93,6.6,5.0,Romance
Pithala Maathi,85,7.1,1200.0,Romance
Take Good Care,106,7.3,16.0,Romance
Reversi,150,8.0,8.0,Romance
Pher Mamlaa Gadbad Hai,61,7.7,2000.0,Romance
Hidden Flora,135,3.7,26.0,Romance
How I Love to Be Loved,112,5.9,1000.0,Romance
Rain for Christmas,90,5.2,32.0,Romance
Ayo Balikan,105,6.0,45.0,Romance
Young Love,100,7.4,14.0,Romance
Adam i Eva,74,4.2,55.0,Romance
Abhi,111,8.1,172.0,Romance
Cholay,88,7.9,14.0,Romance
Uralochka,115,6.2,8.0,Romance
"You, Me and Christmas Makes Three",103,7.9,12.0,Romance
Rush Hour,118,6.4,53.0,Romance
Lázaro de noche,82,4.9,173.0,Romance
Valley of the Shadow of Death,113,5.7,266.0,Romance
DeAr,117,8.6,5.0,Romance
Safari,163,3.5,65.0,Romance
Jaunt,117,9.6,61.0,Romance
Muzhchina i zhenshchina,136,8.7,7.0,Romance
A Place Called Love,112,5.7,82.0,Romance
A Man and a Woman,81,6.8,127.0,Romance
Curry Scent,111,7.5,14.0,Romance
Booking,90,7.6,50.0,Romance
Ikonophile Z,110,6.1,1300.0,Romance
The Number,100,9.5,85.0,Romance
Teddy and the Mountain,101,8.9,15.0,Romance
A Soldier for Christmas,90,4.4,10.0,Romance
Cinta Tak Seindah Drama Korea,90,8.5,1100.0,Romance
Angithee 3,78,5.0,77.0,Romance
Midwinter,138,4.5,14.0,Romance
Bedtime Stories: Tales of Love and Hate,88,6.0,10.0,Romance
I Brake for Caterpillars,95,8.1,2100.0,Romance
Vstretimsya vchera,149,3.7,36.0,Romance
Scorned Waifu,105,8.9,12.0,Romance
Love Mocktail 2,86,6.3,21.0,Romance
10 Things about Sally,136,6.1,44.0,Romance
Near Miss,110,5.5,13.0,Romance
Dois Caipiras em Colombo,100,5.8,53.0,Romance
Love Love,97,9.0,18.0,Romance
The Summer Before Forever,139,7.9,2000.0,Romance
Bienvenidos al paraíso,114,4.0,15.0,Romance
Lovers and Friends,114,6.2,1300.0,Romance
Licença para Enlouquecer,96,6.6,210.0,Romance
Mr and Mrs Bachelor,63,7.2,65.0,Romance
Me and You,164,6.2,57.0,Romance
Last Defenders of Monogamy,158,3.4,92.0,Romance
Let Me Be Corey,92,4.1,96.0,Romance
Pauline grandeur nature,109,4.6,60.0,Romance
Real Estate Sisters,94,4.3,26.0,Romance
Smart Casuals,85,8.2,13.0,Romance
The Haunting of Lanquetot,93,7.5,7.0,Romance
Lyubov so vtorogo vzglyada,68,5.2,82.0,Romance
No Tomorrow,107,8.9,12.0,Romance
Lyubov zla,88,8.5,16.0,Romance
Juni,99,8.1,35.0,Romance
For Regn,101,9.4,25.0,Romance
Kacher Manush Dure Thuiya,86,5.4,17.0,Romance
Love Mouli,99,6.5,13.0,Romance
Sneaking Around,132,9.1,493.0,Romance
"Sampai Jumpa, Selamat Tinggal",149,4.2,17.0,Romance
Chow Chow Bath,106,5.7,23.0,Romance
Romeo Ingkar Janji,99,6.5,25.0,Romance
Roman Peony,135,3.1,25.0,Romance
Lust for My Sister's Killer,94,8.8,9.0,Romance
Samudrudu,102,5.1,35.0,Romance
Kadin Kafasi,89,8.5,1200.0,Romance
Kailasa Kasidre,75,3.7,34.0,Romance
When Magic Hurts,150,8.6,14.0,Romance
Ninaivellam Neeyada,72,7.7,8.0,Romance
Fire and Ice,74,6.3,21.0,Romance
You're Mine,89,5.0,62.0,Romance
Fujimi Lovers,109,5.8,791.0,Romance
Love Is Love,90,6.7,42.0,Romance
Reeza GTR,118,8.5,545.0,Romance
Sovsem oshaleli,100,8.2,1600.0,Romance
To Love and to Cherish,100,8.9,22.0,Romance
I Love You 2,151,7.7,34.0,Romance
Sáquenme de Aquí,78,9.0,9.0,Romance
Colegio Girassol,81,5.2,19.0,Romance
Cuando te toca,170,2.3,8.0,Romance
Mr. Engineer and Miss Doctor,90,9.2,111.0,Romance
1970 Love Story,110,9.1,527.0,Romance
Unarvugal Thodarkadhai,78,7.1,9.0,Romance
Rador Pakhi (Morning Sunshine),81,8.5,8.0,Romance
Paalum Pazhavum,114,5.6,42.0,Romance
Pon Ondru Kanden,72,4.4,8.0,Romance
Amor a fuego lento,90,5.0,33.0,Romance
Zegapain STA,88,7.4,22.0,Romance
Papu mame zaverni,60,6.3,12.0,Romance
Majnoo,90,5.6,16.0,Romance
Chetyre chetverti,98,4.6,10.0,Romance
Maoussi,98,7.8,6.0,Romance
Yano-kun no Futsu no Hibi,130,8.0,8.0,Romance
Asheq,150,7.0,9.0,Romance
Girl Friends,106,7.4,8.0,Romance
Deyaler Desh,66,4.9,50.0,Romance
On+Ona,87,6.1,16.0,Romance
Written by Mike,87,7.9,36.0,Romance
Lupakan Cinta,136,7.5,40.0,Romance
Neath's Love Story,111,8.4,21.0,Romance
Romeo,90,7.0,247.0,Romance
The Best Day of Your Life,81,8.9,175.0,Romance
Yentha Panichesav Chanti,109,4.1,27.0,Romance
Detention with Daisy,118,7.0,11.0,Romance
Einmal richtig,147,4.8,12.0,Romance
Tuesday,88,9.0,11.0,Romance
Untouchable,153,3.6,9.0,Romance
A Mother's Lie,81,3.9,14.0,Romance
Before Marriage,85,8.1,16.0,Romance
Byvshiy v pomoshch,66,3.3,23.0,Romance
My Only Relative.,95,9.0,11.0,Romance
The Space in Between,78,7.4,7.0,Romance
Chocolate Kiss 2,80,7.6,12.0,Romance
Jada,109,8.6,14.0,Romance
Labyrinth,75,9.0,23.0,Romance
Vremya est!,137,7.0,10.0,Romance
Ravikula Raghurama,102,6.2,236.0,Romance
Pravo na levo,89,5.3,10.0,Romance
ONENESS,147,7.0,12.0,Romance
Eksie Perfeksie,90,9.4,15.0,Romance
Bigayan,67,9.2,11.0,Romance
Happiness,85,8.6,29.0,Romance
Mafia Temptation,72,8.4,6.0,Romance
Mezhdu nami leto,88,9.3,7.0,Romance
Garh-Kumau,100,9.6,13.0,Romance
My Own Normal,127,5.9,7.0,Romance
Fake Boyfriend,115,8.0,8.0,Romance
I Hate You,92,3.9,7.0,Romance
A Love to Remember,85,8.0,7.0,Romance
